age;job;marital;education;default;balance;housing;loan;duration;campaign;pdays;previous;y
IDO;management;divorced;tertiary;no;A;yes;no;C;P;NC;P;no
ADU;management;married;tertiary;no;M;yes;no;M;P;CM;M;no
ADU;management;married;tertiary;no;B;yes;no;M;P;CL;M;yes
ADU;admin.;divorced;primary;no;B;yes;no;M;P;NC;P;yes
IDO;technician;married;secondary;no;B;yes;no;L;P;CL;P;yes
ADU;blue-collar;married;secondary;no;M;yes;no;M;P;CM;P;no
IDO;technician;married;secondary;no;A;no;no;M;P;NC;P;yes
IDO;management;divorced;tertiary;no;B;no;yes;C;P;NC;P;yes
ADU;management;single;tertiary;no;M;no;yes;C;P;NC;P;no
ADU;technician;single;tertiary;no;B;no;yes;C;P;CL;M;no
ADU;admin.;single;secondary;no;M;no;no;L;P;CL;P;no
ADU;management;married;tertiary;no;M;yes;no;C;P;CL;G;no
ADU;unemployed;single;tertiary;no;B;no;no;C;P;NC;P;no
IDO;technician;married;tertiary;no;A;yes;no;L;P;NC;P;no
ADU;unemployed;divorced;secondary;no;M;yes;no;L;P;CL;P;no
ADU;admin.;married;tertiary;no;B;yes;no;M;P;CL;M;yes
ADU;admin.;married;secondary;no;B;yes;no;M;P;CL;M;no
IDO;housemaid;married;tertiary;no;B;no;no;L;P;NC;P;yes
ADU;management;single;tertiary;no;M;yes;no;M;P;CL;P;no
ADU;blue-collar;single;tertiary;no;B;no;no;M;P;NC;P;yes
ADU;entrepreneur;married;tertiary;no;M;yes;no;M;P;CL;P;no
IDO;blue-collar;married;secondary;no;A;yes;no;M;P;NC;P;no
ADU;management;divorced;tertiary;no;B;no;no;L;P;CL;P;no
ADU;technician;married;secondary;no;B;yes;no;M;P;CL;P;no
ADU;management;married;tertiary;no;A;yes;yes;C;P;CL;P;no
ADU;technician;single;secondary;no;B;yes;no;L;P;CL;P;no
ADU;self-employed;married;secondary;no;A;yes;no;C;P;NC;P;no
ADU;management;married;tertiary;no;M;no;no;L;P;CL;P;no
ADU;housemaid;married;tertiary;no;B;yes;no;M;P;CL;P;no
ADU;management;single;secondary;no;M;yes;no;L;P;CL;P;no
IDO;management;married;secondary;no;A;no;no;M;P;NC;P;no
ADU;retired;married;secondary;no;B;yes;yes;C;P;NC;P;no
ADU;blue-collar;married;secondary;no;M;no;no;L;P;CL;M;no
ADU;management;married;tertiary;no;B;no;no;M;P;CL;P;no
IDO;admin.;married;secondary;no;B;no;yes;C;P;NC;P;no
ADU;technician;single;secondary;no;B;yes;yes;M;P;CL;P;no
ADU;management;married;tertiary;no;M;yes;yes;L;P;CL;P;no
ADU;admin.;divorced;secondary;no;B;yes;no;M;P;CL;P;no
ADU;technician;married;secondary;no;M;yes;no;M;P;CL;P;no
ADU;admin.;married;secondary;no;B;yes;no;L;P;CL;P;no
ADU;blue-collar;married;primary;no;M;no;no;M;P;CL;P;no
IDO;technician;married;tertiary;no;B;yes;yes;M;P;NC;P;no
ADU;management;married;tertiary;yes;B;no;no;C;P;CL;P;no
ADU;management;married;tertiary;no;B;no;no;L;P;CL;P;no
ADU;technician;married;secondary;no;M;yes;no;L;P;CL;P;no
ADU;entrepreneur;single;tertiary;no;M;no;no;L;P;NC;P;no
IDO;technician;single;secondary;no;A;yes;no;C;P;NC;P;no
IDO;admin.;married;primary;no;M;yes;no;L;P;NC;P;no
ADU;technician;divorced;tertiary;no;M;yes;yes;M;P;CL;G;no
ADU;management;married;secondary;yes;A;yes;no;M;P;NC;P;no
ADU;management;married;secondary;no;B;no;yes;L;P;CL;G;no
ADU;technician;single;tertiary;no;B;yes;yes;C;P;CL;M;no
IDO;retired;married;secondary;no;M;yes;yes;C;P;CL;P;no
ADU;entrepreneur;married;tertiary;no;B;no;no;M;P;CL;P;no
ADU;services;divorced;secondary;no;A;yes;yes;M;P;CL;P;no
ADU;management;married;tertiary;no;B;yes;no;L;P;CL;P;no
ADU;management;married;tertiary;no;A;yes;no;M;P;CL;G;no
ADU;admin.;divorced;secondary;no;A;no;no;C;P;NC;P;no
ADU;housemaid;married;tertiary;no;M;yes;no;M;P;CL;M;no
IDO;admin.;single;secondary;no;B;no;no;C;P;NC;P;no
ADU;management;single;tertiary;no;A;no;no;M;P;CL;M;no
IDO;management;married;tertiary;no;B;no;no;M;P;CL;P;no
ADU;services;married;secondary;no;M;no;no;L;P;CL;P;no
ADU;management;single;tertiary;no;B;no;yes;M;P;CL;P;no
ADU;retired;married;secondary;no;A;no;yes;M;P;CL;P;no
IDO;retired;married;secondary;no;A;no;no;L;P;CL;M;no
IDO;technician;divorced;secondary;no;B;yes;no;M;P;CL;M;no
ADU;management;divorced;tertiary;no;M;yes;yes;C;P;CL;P;no
IDO;housemaid;married;tertiary;no;M;no;no;L;P;NC;P;no
ADU;unemployed;single;secondary;no;M;no;no;L;P;NC;P;no
ADU;housemaid;married;secondary;no;A;yes;no;L;P;NC;P;no
ADU;self-employed;married;tertiary;no;A;no;no;M;P;NC;P;no
IDO;management;divorced;tertiary;no;M;yes;yes;L;P;NC;P;no
ADU;admin.;married;tertiary;no;M;yes;yes;M;P;NC;P;no
ADU;admin.;single;secondary;no;B;yes;no;L;P;CL;P;no
ADU;management;single;primary;no;B;yes;yes;M;P;NC;P;no
ADU;admin.;single;secondary;no;M;yes;no;M;P;CL;M;no
ADU;technician;married;secondary;no;B;yes;yes;L;P;CL;P;no
ADU;technician;single;secondary;no;M;yes;no;C;P;NC;P;no
IDO;retired;divorced;secondary;no;B;yes;no;L;P;CL;P;no
IDO;management;married;primary;no;B;yes;yes;M;P;CL;P;no
ADU;management;married;secondary;no;M;no;no;M;P;CL;P;no
ADU;technician;divorced;secondary;no;B;yes;no;L;P;CL;P;no
IDO;admin.;married;secondary;no;B;no;yes;C;M;NC;P;no
ADU;technician;married;secondary;no;B;no;yes;M;P;CL;M;no
ADU;entrepreneur;divorced;tertiary;no;M;no;no;M;P;CL;M;no
ADU;technician;married;secondary;yes;B;no;yes;L;P;NC;P;no
ADU;services;married;secondary;no;B;yes;no;L;P;CL;P;yes
ADU;entrepreneur;married;tertiary;no;B;yes;no;C;P;CL;P;no
ADU;blue-collar;single;primary;no;B;yes;no;L;P;CL;P;no
ADU;entrepreneur;single;tertiary;no;M;yes;yes;L;P;NC;P;no
ADU;technician;married;tertiary;no;A;yes;no;M;P;CL;M;no
IDO;admin.;married;secondary;no;M;yes;no;M;P;CL;P;no
ADU;management;divorced;tertiary;no;A;no;yes;L;P;NC;P;no
ADU;admin.;married;secondary;no;M;yes;no;M;P;CL;M;no
ADU;services;married;secondary;no;M;yes;no;M;P;CL;P;no
ADU;services;single;secondary;no;M;no;no;L;M;NC;P;no
ADU;technician;married;secondary;no;B;yes;no;L;P;CL;P;no
ADU;technician;single;secondary;no;A;no;no;C;P;NC;P;no
ADU;technician;married;secondary;no;B;yes;no;L;P;CL;M;no
ADU;blue-collar;married;secondary;no;M;yes;yes;L;P;CL;P;no
ADU;technician;married;tertiary;no;M;yes;no;M;P;CL;P;no
IDO;management;married;tertiary;yes;B;yes;no;C;P;NC;P;no
ADU;entrepreneur;married;tertiary;no;B;no;no;L;P;CL;M;no
ADU;management;married;secondary;no;M;yes;yes;M;P;NC;P;no
ADU;entrepreneur;married;secondary;no;B;yes;no;M;P;CL;P;no
ADU;technician;married;secondary;no;B;no;yes;M;P;CL;P;no
ADU;management;married;primary;no;A;yes;no;L;P;NC;P;yes
ADU;self-employed;married;secondary;no;B;yes;no;M;P;CL;P;no
ADU;blue-collar;married;secondary;no;B;yes;no;L;M;CL;P;no
ADU;blue-collar;single;secondary;no;B;yes;no;L;P;CL;M;no
ADU;self-employed;divorced;tertiary;no;M;yes;no;L;M;NC;P;no
ADU;services;married;secondary;no;M;yes;no;L;P;CL;P;no
ADU;unemployed;married;secondary;no;B;yes;no;C;P;CL;P;no
ADU;services;divorced;primary;no;B;no;no;L;M;NC;P;no
ADU;blue-collar;divorced;secondary;no;B;no;no;L;P;CL;P;no
ADU;management;married;tertiary;no;B;yes;yes;M;P;CL;M;no
ADU;technician;married;secondary;no;A;yes;no;M;P;CL;P;no
ADU;technician;single;secondary;no;B;no;no;M;P;CL;P;no
ADU;retired;single;secondary;yes;B;yes;yes;C;P;NC;P;no
ADU;services;divorced;secondary;no;B;no;no;L;P;CL;M;no
IDO;unknown;divorced;secondary;no;M;yes;no;M;P;CL;P;no
ADU;management;married;tertiary;no;M;yes;no;L;M;CL;G;no
ADU;unemployed;married;primary;no;B;yes;no;L;P;CL;P;no
ADU;retired;married;secondary;no;A;no;no;M;P;NC;P;no
ADU;admin.;single;secondary;no;M;yes;yes;M;P;NC;P;no
ADU;management;single;tertiary;no;B;yes;no;M;P;CL;P;no
ADU;admin.;married;secondary;no;B;no;yes;M;M;CL;P;no
IDO;self-employed;married;tertiary;no;A;yes;no;M;P;NC;P;no
ADU;self-employed;married;secondary;no;B;no;yes;M;P;CL;M;no
ADU;technician;married;secondary;no;M;no;yes;L;P;CL;M;no
ADU;management;divorced;tertiary;no;M;yes;no;L;P;CL;P;no
ADU;admin.;married;tertiary;no;B;yes;no;M;P;CL;P;no
ADU;management;married;tertiary;no;B;yes;no;C;P;CL;M;no
IDO;management;divorced;tertiary;no;M;yes;no;L;P;CL;G;no
ADU;admin.;married;secondary;no;B;yes;yes;L;P;CL;P;no
ADU;management;married;tertiary;no;B;yes;no;M;P;CL;P;no
ADU;services;married;secondary;yes;B;yes;no;M;P;CL;M;no
ADU;housemaid;married;primary;no;B;no;yes;L;P;CL;P;no
ADU;blue-collar;married;primary;no;B;yes;no;L;P;CL;P;no
IDO;management;married;tertiary;no;B;yes;yes;L;P;CL;P;no
IDO;management;single;primary;no;B;no;yes;M;P;CL;G;no
ADU;self-employed;married;tertiary;no;B;yes;no;M;P;CL;P;no
ADU;technician;married;primary;no;B;no;no;L;P;CL;G;no
ADU;blue-collar;married;secondary;no;M;yes;no;L;M;CL;P;no
ADU;blue-collar;married;primary;no;B;yes;no;M;P;CL;P;no
ADU;management;single;tertiary;no;A;yes;no;L;P;CL;M;no
ADU;retired;married;tertiary;no;M;no;no;L;P;CL;P;yes
ADU;blue-collar;married;secondary;no;B;yes;no;M;P;CL;P;no
IDO;technician;married;secondary;no;M;no;no;L;P;CL;G;no
ADU;management;divorced;tertiary;no;B;yes;no;M;M;CL;G;no
ADU;entrepreneur;married;secondary;no;B;yes;no;L;P;CL;P;no
ADU;technician;single;secondary;no;M;yes;no;L;P;CL;P;no
ADU;technician;divorced;secondary;no;B;no;yes;M;P;CL;P;no
ADU;unemployed;married;primary;no;M;no;no;L;P;CL;P;no
ADU;housemaid;married;secondary;no;M;yes;yes;M;P;CL;M;no
ADU;admin.;married;secondary;no;B;no;no;L;P;CL;G;no
ADU;self-employed;single;tertiary;no;B;no;yes;L;M;NC;P;no
IDO;management;married;secondary;no;M;no;no;L;P;CL;G;no
ADU;management;single;secondary;no;M;yes;no;C;M;NC;P;no
ADU;technician;single;secondary;no;B;yes;no;M;M;CL;G;no
IDO;management;single;secondary;no;B;yes;no;M;M;CL;M;no
ADU;technician;married;secondary;no;B;no;yes;L;P;CL;P;no
ADU;services;divorced;secondary;no;M;yes;no;C;M;CL;M;no
ADU;blue-collar;married;secondary;no;B;yes;no;L;P;CL;P;no
ADU;unemployed;married;secondary;no;B;yes;no;L;P;CL;P;no
ADU;management;married;tertiary;no;M;yes;no;L;P;CL;G;no
IDO;services;married;secondary;no;M;no;yes;M;P;CL;M;no
ADU;technician;married;secondary;no;A;yes;no;L;P;CL;M;yes
IDO;management;single;tertiary;no;M;yes;yes;L;M;CL;M;no
ADU;management;married;secondary;no;B;no;yes;L;P;CL;P;no
IDO;blue-collar;divorced;secondary;no;B;no;yes;L;M;CL;M;no
ADU;housemaid;single;secondary;no;M;no;no;L;P;NC;P;no
ADU;entrepreneur;married;secondary;no;B;no;yes;L;P;CL;P;yes
ADU;technician;married;secondary;no;B;yes;no;M;M;CL;P;no
ADU;admin.;married;primary;no;B;no;yes;L;P;NC;P;no
ADU;admin.;married;secondary;no;M;yes;no;M;M;CL;M;no
IDO;self-employed;divorced;primary;no;B;no;yes;L;P;NC;P;no
ADU;technician;divorced;secondary;no;B;yes;no;C;P;CL;P;no
ADU;services;divorced;secondary;no;B;yes;no;L;P;CL;G;no
ADU;blue-collar;married;secondary;no;B;no;no;L;P;CL;P;no
ADU;technician;married;tertiary;no;M;yes;yes;M;P;CL;M;no
ADU;self-employed;married;tertiary;no;M;yes;yes;C;P;CL;P;no
ADU;technician;divorced;secondary;no;M;no;no;C;P;NC;P;no
ADU;blue-collar;married;tertiary;yes;B;no;no;L;P;NC;P;no
ADU;entrepreneur;single;tertiary;no;M;yes;no;M;P;NC;P;no
IDO;self-employed;married;tertiary;no;B;yes;no;M;P;NC;P;no
ADU;housemaid;married;primary;no;M;yes;no;M;M;CL;M;no
ADU;entrepreneur;married;tertiary;no;M;yes;no;L;P;CL;M;no
ADU;services;married;tertiary;no;B;no;yes;M;P;NC;P;no
ADU;technician;married;secondary;no;B;no;yes;C;P;CL;P;no
ADU;admin.;married;secondary;no;M;yes;no;L;P;CL;P;no
IDO;self-employed;divorced;secondary;no;B;no;no;L;P;NC;P;no
ADU;management;divorced;tertiary;yes;B;no;yes;L;P;NC;P;no
ADU;blue-collar;married;primary;no;M;yes;no;L;P;CL;P;no
ADU;management;married;secondary;no;M;yes;no;L;P;CL;G;no
ADU;unemployed;single;secondary;no;M;no;no;M;P;NC;P;no
IDO;management;married;tertiary;no;A;yes;no;C;M;CL;M;no
IDO;technician;married;secondary;no;B;yes;no;L;P;CR;M;no
ADU;blue-collar;married;secondary;no;B;yes;no;C;P;CL;P;no
ADU;entrepreneur;married;secondary;no;B;yes;yes;C;P;NC;P;no
ADU;technician;single;tertiary;no;B;yes;yes;C;P;NC;P;no
ADU;admin.;single;tertiary;no;B;yes;no;L;P;CL;M;no
ADU;entrepreneur;married;tertiary;yes;B;yes;no;M;P;NC;P;no
ADU;entrepreneur;single;tertiary;yes;B;yes;no;M;P;NC;P;no
ADU;management;divorced;tertiary;no;B;yes;no;M;P;CL;P;no
ADU;admin.;single;secondary;no;B;yes;yes;M;P;CR;P;no
ADU;technician;married;secondary;no;B;yes;no;L;P;CL;G;no
ADU;management;single;secondary;no;A;yes;no;C;P;CL;P;no
ADU;management;married;tertiary;no;M;yes;yes;C;P;CL;P;no
ADU;admin.;divorced;secondary;no;A;no;no;L;P;NC;P;no
ADU;technician;married;secondary;no;B;yes;yes;M;P;CL;M;no
ADU;admin.;divorced;secondary;no;B;yes;no;L;P;CL;P;no
ADU;blue-collar;single;secondary;no;B;yes;no;L;P;CL;P;no
ADU;management;single;tertiary;no;M;yes;no;M;P;CL;M;no
ADU;housemaid;single;tertiary;no;B;no;no;L;P;CL;P;no
IDO;entrepreneur;married;secondary;no;M;no;yes;M;P;CL;G;no
ADU;services;divorced;secondary;no;M;no;yes;L;P;CL;P;no
IDO;blue-collar;married;primary;no;B;yes;yes;L;P;CL;P;no
ADU;management;single;tertiary;no;B;no;yes;L;P;CL;M;no
IDO;entrepreneur;married;primary;no;B;no;no;M;P;NC;P;no
ADU;blue-collar;married;primary;no;M;yes;no;L;P;CL;M;no
ADU;blue-collar;single;secondary;no;B;no;yes;M;P;CL;P;no
ADU;entrepreneur;married;secondary;no;M;no;no;L;P;NC;P;no
ADU;management;single;tertiary;no;B;yes;no;L;P;CL;P;no
ADU;blue-collar;married;secondary;no;M;yes;no;M;P;CL;M;no
ADU;technician;single;tertiary;no;B;yes;no;C;P;CL;P;no
ADU;self-employed;married;tertiary;no;B;no;no;M;P;CL;M;no
ADU;management;married;tertiary;no;M;yes;no;M;P;CL;M;no
ADU;technician;married;secondary;no;M;yes;no;M;P;CL;M;no
IDO;management;married;tertiary;no;B;yes;no;L;P;CL;P;no
ADU;blue-collar;married;secondary;no;M;yes;no;L;P;CL;P;no
ADU;technician;married;secondary;no;B;yes;no;L;M;CL;M;no
ADU;entrepreneur;married;secondary;no;A;yes;no;L;P;NC;P;yes
ADU;management;single;tertiary;no;M;yes;no;L;P;CL;P;yes
ADU;technician;single;secondary;yes;B;no;yes;C;P;CL;G;no
ADU;self-employed;divorced;tertiary;yes;B;yes;yes;M;P;NC;P;no
ADU;technician;married;tertiary;no;B;no;yes;L;P;CL;G;yes
ADU;unemployed;divorced;secondary;no;B;no;yes;L;P;NC;P;no
ADU;technician;single;secondary;yes;B;yes;no;M;P;CL;P;no
ADU;admin.;single;secondary;no;B;no;yes;L;P;CL;M;no
ADU;management;married;tertiary;no;M;no;no;L;P;CL;M;no
ADU;admin.;single;secondary;no;M;yes;no;L;P;CL;P;no
ADU;management;married;primary;no;M;yes;no;C;P;CL;G;no
ADU;technician;divorced;secondary;no;A;yes;no;L;P;CL;M;no
ADU;entrepreneur;divorced;tertiary;no;M;yes;yes;M;P;NC;P;no
ADU;admin.;married;secondary;yes;B;yes;yes;C;P;NC;P;no
ADU;blue-collar;married;secondary;no;B;yes;no;M;P;CL;M;no
ADU;admin.;married;secondary;no;B;yes;yes;C;P;CL;P;no
ADU;blue-collar;married;secondary;no;M;yes;no;C;P;CL;M;no
ADU;self-employed;divorced;tertiary;no;A;yes;no;L;P;NC;P;no
ADU;management;single;tertiary;yes;B;yes;yes;M;P;NC;P;no
ADU;self-employed;married;tertiary;no;B;yes;no;C;P;CL;M;no
IDO;self-employed;married;tertiary;no;M;no;no;C;P;NC;P;no
ADU;services;married;primary;no;M;no;no;M;P;NC;P;no
ADU;retired;divorced;primary;no;M;yes;no;L;P;NC;P;no
IDO;retired;single;tertiary;no;B;no;no;L;P;NC;P;no
ADU;services;single;secondary;no;M;yes;no;L;P;CL;P;no
ADU;unemployed;single;tertiary;no;M;yes;no;L;P;CL;P;no
ADU;management;divorced;tertiary;no;A;yes;no;L;P;CL;P;no
ADU;self-employed;divorced;secondary;no;A;no;no;C;P;NC;P;no
IDO;admin.;divorced;secondary;no;B;no;no;M;P;CL;P;no
ADU;entrepreneur;single;tertiary;yes;M;no;yes;L;P;NC;P;no
ADU;management;divorced;tertiary;no;M;yes;yes;L;P;NC;P;yes
ADU;admin.;divorced;secondary;no;B;yes;yes;M;P;CL;P;no
ADU;housemaid;married;primary;no;B;yes;yes;M;P;CL;P;no
ADU;blue-collar;single;secondary;no;B;yes;no;M;P;CL;P;no
ADU;services;single;secondary;no;B;yes;no;L;P;CL;P;no
ADU;technician;single;tertiary;no;B;yes;no;L;P;CL;M;no
ADU;services;single;secondary;no;B;yes;no;M;P;CL;P;no
ADU;retired;single;tertiary;no;B;yes;no;L;P;NC;P;no
ADU;blue-collar;married;secondary;no;B;yes;yes;M;P;CL;P;no
ADU;technician;married;secondary;no;M;no;no;L;P;CL;P;no
ADU;technician;married;secondary;no;M;no;no;M;M;CL;P;no
ADU;blue-collar;married;secondary;no;M;no;no;M;P;CL;P;no
ADU;management;single;tertiary;no;B;no;no;M;P;CL;P;no
ADU;unemployed;married;secondary;yes;B;no;no;M;P;NC;P;no
ADU;management;divorced;tertiary;no;A;yes;no;C;P;CL;P;no
ADU;admin.;divorced;secondary;no;M;no;no;M;P;CL;P;no
ADU;entrepreneur;single;primary;no;B;yes;no;C;P;CL;M;no
ADU;management;married;primary;no;A;no;no;L;P;CL;P;no
ADU;blue-collar;married;primary;no;M;no;yes;M;P;CL;G;no
IDO;technician;single;secondary;no;A;yes;no;M;P;NC;P;no
ADU;blue-collar;married;primary;no;A;no;no;C;M;NC;P;no
ADU;management;married;tertiary;no;M;yes;no;L;P;CL;P;no
ADU;management;married;tertiary;no;M;no;yes;M;P;CL;P;no
ADU;admin.;single;tertiary;no;B;yes;yes;M;M;NC;P;no
ADU;technician;married;secondary;no;A;yes;yes;M;P;NC;P;no
ADU;housemaid;divorced;tertiary;no;B;no;no;C;P;NC;P;no
ADU;self-employed;single;tertiary;no;B;yes;no;L;P;CL;P;no
ADU;admin.;married;secondary;no;M;yes;no;C;P;CL;G;no
ADU;services;married;secondary;no;M;yes;yes;L;P;CL;P;no
ADU;self-employed;married;secondary;no;M;yes;no;C;P;NC;P;no
ADU;management;married;tertiary;no;M;yes;no;L;P;CL;M;no
ADU;services;single;secondary;no;M;yes;yes;M;P;CL;P;no
ADU;admin.;single;secondary;no;M;no;yes;L;P;CL;G;no
ADU;blue-collar;single;primary;no;M;yes;yes;M;P;CL;P;no
IDO;technician;married;secondary;no;A;yes;yes;M;P;NC;P;no
IDO;admin.;married;secondary;no;A;no;yes;L;P;NC;P;no
ADU;blue-collar;married;secondary;no;M;yes;no;M;P;CL;P;no
ADU;blue-collar;married;secondary;no;M;yes;yes;L;P;CL;M;no
ADU;unemployed;divorced;tertiary;no;B;no;no;M;P;NC;P;no
ADU;self-employed;married;tertiary;no;A;yes;no;L;P;NC;P;no
ADU;services;married;secondary;no;B;yes;no;M;P;CL;P;no
ADU;admin.;single;secondary;no;B;yes;yes;M;P;CL;P;no
ADU;blue-collar;married;tertiary;no;B;yes;no;M;P;CL;P;no
IDO;technician;divorced;secondary;no;B;yes;no;L;P;CL;P;no
ADU;entrepreneur;married;tertiary;no;B;no;yes;M;P;CL;P;no
ADU;entrepreneur;married;secondary;no;A;no;no;L;P;NC;P;yes
ADU;admin.;married;tertiary;no;B;yes;yes;C;P;NC;P;no
IDO;housemaid;single;secondary;no;A;no;no;C;P;NC;P;no
ADU;management;single;tertiary;no;M;no;yes;L;P;CL;P;no
ADU;blue-collar;married;primary;no;M;no;yes;L;P;CL;M;no
IDO;entrepreneur;married;tertiary;no;M;no;yes;M;P;NC;P;no
ADU;admin.;married;secondary;no;M;no;yes;L;P;CL;P;no
ADU;blue-collar;married;secondary;no;B;yes;no;L;P;CL;M;no
ADU;management;single;tertiary;no;B;yes;no;M;P;CL;G;no
ADU;blue-collar;married;secondary;no;B;no;yes;M;P;CL;P;no
ADU;management;married;secondary;no;B;yes;no;L;M;CL;P;no
ADU;management;married;tertiary;no;B;no;no;L;P;CL;M;yes
ADU;management;single;tertiary;no;A;yes;no;M;P;CL;P;no
ADU;entrepreneur;married;secondary;no;B;yes;no;C;M;CL;P;no
ADU;entrepreneur;single;secondary;no;B;no;no;M;P;CL;P;no
ADU;technician;married;secondary;no;B;yes;no;L;M;CL;P;no
ADU;technician;single;primary;no;M;yes;no;M;P;CL;M;no
ADU;technician;married;secondary;no;M;yes;no;L;P;CL;M;no
IDO;entrepreneur;married;primary;no;B;yes;no;L;M;CL;G;no
ADU;management;married;tertiary;no;B;no;yes;M;P;CL;P;no
ADU;admin.;single;tertiary;no;M;no;no;M;G;NC;P;no
ADU;retired;divorced;tertiary;no;B;no;no;M;M;NC;P;no
ADU;services;divorced;secondary;no;B;yes;yes;L;P;CL;M;no
ADU;management;single;tertiary;no;M;yes;yes;M;P;CL;G;no
ADU;services;married;secondary;no;B;yes;no;L;P;CL;G;no
ADU;self-employed;single;tertiary;no;M;no;no;L;M;CL;P;no
ADU;blue-collar;divorced;secondary;no;B;yes;no;M;P;CL;P;no
ADU;technician;divorced;secondary;no;B;yes;no;L;M;CL;P;no
ADU;self-employed;married;secondary;no;M;yes;no;M;P;CL;M;no
ADU;self-employed;married;tertiary;no;A;yes;yes;M;P;CL;M;no
ADU;management;single;secondary;yes;B;no;no;M;P;NC;P;no
ADU;technician;married;secondary;no;A;yes;no;L;P;CL;P;no
ADU;technician;single;tertiary;no;B;yes;no;L;P;CL;P;no
ADU;services;married;secondary;no;M;yes;no;M;P;CL;G;no
ADU;services;married;secondary;no;M;no;no;C;P;CL;P;no
ADU;unemployed;single;primary;no;B;no;no;M;P;NC;P;no
ADU;admin.;single;secondary;no;A;yes;yes;M;P;NC;P;no
ADU;admin.;divorced;primary;no;M;yes;no;L;P;CL;P;no
IDO;technician;single;tertiary;no;A;no;no;L;P;NC;P;no
ADU;housemaid;divorced;primary;no;B;yes;no;L;M;CL;M;no
ADU;management;married;tertiary;no;M;yes;no;M;P;CL;P;no
ADU;technician;married;tertiary;no;A;yes;yes;L;M;CL;M;no
ADU;blue-collar;married;secondary;no;B;yes;no;M;M;CL;P;no
ADU;technician;married;secondary;no;B;yes;no;L;M;CL;G;no
ADU;management;divorced;tertiary;no;M;yes;no;L;M;CL;G;no
ADU;management;single;secondary;no;A;no;no;L;M;CR;P;no
IDO;retired;married;secondary;no;B;no;no;L;P;CL;G;no
ADU;technician;divorced;secondary;yes;B;yes;yes;L;M;NC;P;no
ADU;management;married;secondary;no;A;yes;yes;L;P;CL;P;no
ADU;admin.;married;secondary;no;M;yes;yes;L;P;CL;P;no
IDO;management;married;secondary;no;A;yes;no;M;P;NC;P;no
ADU;blue-collar;married;secondary;no;B;no;no;L;M;CL;P;no
ADU;blue-collar;married;secondary;no;M;yes;no;L;P;CL;G;no
ADU;technician;single;tertiary;no;M;yes;no;M;P;CL;M;no
ADU;blue-collar;divorced;secondary;no;B;yes;no;L;P;CL;M;no
ADU;admin.;single;secondary;no;M;no;yes;L;P;CL;P;no
ADU;self-employed;divorced;secondary;no;B;yes;no;M;P;NC;P;no
ADU;technician;divorced;secondary;no;B;no;no;C;P;CL;M;no
ADU;management;divorced;tertiary;no;A;yes;no;L;M;CL;P;no
ADU;management;single;secondary;yes;B;no;no;L;P;NC;P;no
ADU;admin.;divorced;secondary;no;B;yes;yes;L;M;CL;P;no
ADU;services;divorced;secondary;no;B;yes;no;M;M;CL;P;no
IDO;technician;married;tertiary;no;B;yes;no;L;P;NC;P;no
ADU;self-employed;married;tertiary;no;B;yes;no;M;P;CL;M;no
ADU;retired;married;secondary;no;M;yes;no;L;P;CL;G;no
ADU;blue-collar;married;primary;no;B;yes;yes;L;P;CL;P;no
ADU;blue-collar;married;secondary;no;M;yes;yes;M;P;CL;P;no
ADU;technician;married;secondary;no;M;yes;yes;M;P;CL;P;no
ADU;management;married;tertiary;no;M;yes;yes;M;P;CL;M;no
ADU;management;married;tertiary;no;B;no;no;L;M;CL;P;no
ADU;entrepreneur;married;primary;no;B;no;no;L;M;NC;P;yes
ADU;blue-collar;married;secondary;no;B;yes;no;M;P;CL;G;no
ADU;self-employed;married;primary;no;B;yes;no;L;M;CL;P;no
IDO;retired;married;tertiary;no;B;no;yes;L;P;CL;P;no
ADU;management;married;secondary;no;B;yes;no;L;P;CL;P;no
ADU;technician;divorced;secondary;no;A;yes;no;L;M;NC;P;no
ADU;services;married;secondary;no;M;yes;no;L;M;CL;G;no
ADU;technician;divorced;tertiary;yes;M;no;no;M;P;NC;P;no
ADU;entrepreneur;married;tertiary;no;B;yes;no;L;P;CL;M;no
IDO;self-employed;married;tertiary;no;A;yes;no;L;P;CL;M;no
ADU;blue-collar;divorced;secondary;no;M;no;no;M;P;CL;P;no
ADU;admin.;single;tertiary;no;M;yes;no;M;P;CL;P;no
ADU;technician;married;primary;yes;B;no;yes;M;P;NC;P;no
ADU;services;married;tertiary;no;B;yes;no;M;M;CL;M;no
ADU;technician;married;secondary;no;A;no;no;L;P;CL;P;no
ADU;management;single;secondary;no;M;yes;no;C;P;CL;P;no
ADU;services;divorced;secondary;no;M;yes;no;M;P;CL;P;no
ADU;entrepreneur;divorced;secondary;no;B;yes;yes;M;P;NC;P;no
ADU;blue-collar;single;secondary;no;M;yes;no;L;P;CL;P;no
ADU;management;single;tertiary;no;B;yes;yes;M;P;CL;P;no
ADU;management;single;tertiary;no;B;yes;yes;L;P;CL;M;no
ADU;entrepreneur;single;primary;no;M;yes;no;M;P;NC;P;no
ADU;management;married;tertiary;no;A;yes;no;M;P;CL;M;no
ADU;management;divorced;primary;no;B;no;no;M;P;NC;P;no
IDO;entrepreneur;married;tertiary;no;A;no;no;M;M;NC;P;no
ADU;unemployed;married;secondary;no;M;yes;no;M;M;CL;M;no
IDO;retired;single;primary;no;B;no;no;L;P;NC;P;no
